Package,dataset_title
bpcp,Acute Leukemia data (treatment only) from Freireich et al (1963).
bPeaks,ChIP-seq results (IP and control samples) obtained with the transcription factor Pdr1 in yeast Saccharomyces cerevisiae
bPeaks,Annotations of CDS for different yeast species
braidReports,Analysis of a Ewings-Sarcoma Experiment
braidrm,Results from Ewings-Sarcoma Experiments
breakage,Sample recording of SICM pipette breakage
bReeze,Example data for bReeze
brglm2,Habitat Preferences of Lizards
brglm2,Histology grade and risk factors for 79 cases of endometrial cancer
brglm2,Coalition data
bridger2,test BRIC-seq dataset for RNA half-life comparison using House-keeping genes.
bridger2,test BRIC-seq dataset for RNA half-life comparison
brlrmr,Subset of original NHANES data used in 'mice' package.
brlrmr,We simulate this data for the purpose of illustration of the package
brlrmr,Incontinence example.
Brq,Exploring Relationships in Body Dimensions
Brq,Salaries of 459 US statistics professor data
Brq,Weight and age for a sample of 4011 US girl data
Brq,Immunoglobulin G Data
BSGS,A cross-sectional data set from Rose and Spiegel.
BSGS,A cross-sectional data set from Rose and Spiegel with the removal of missing values.
bspmma,"Decontamination of the Digestive Tract Mortality, Short Dataset"
bspmma,CAPRIE Study: Three Risk Groups
bspmma,Aspirin and Breast Cancer: 17 studies
burnr,Peggy Mesa fire-history data
burnr,Metadata for the Peggy Mesa fire-history dataset
burnr,Metadata for the Los Griegos Peak fire-history dataset
burnr,Los Griegos Peak plot2 fire-history data
c3net,Example data set
c3net,"Reference, e.g. true, network of the example data set"
ca,Author dataset
ca,International Social Survey Program on Environment 1993 - western German sample
ca,Smoke dataset
cabootcrs,Maxwell's Dream Data
CaDENCE,Sediment and stream discharge data for Fraser River at Hope
CALF,Example data containing case and control data
calibrate,Size measurements of archeological goblets
calibrate,Frequencies of nesting storks in Denmark
calibrate,Linnerud's exercise and body measurements
calibrate,Dimensions of heads of first and second sons for 25 families
calibrate,Delivery of Dutch Calves
CalibrateSSB,Generate test data
candisc,Chemical composition of three cultivars of wine
candisc,Wolf skulls
candisc,Yields from Nitrogen nutrition of grass species
candisc,High School and Beyond Data
capushe,datacapushe
capushe,datacapushe
capushe,datacapushe
capwire,Wombat Capture Count Data
car,Population of the United States
car,Vocabulary and Education
car,Anonymity and Cooperation
car,O'Brien and Kaiser's Repeated-Measures Data
car,Experimenter Expectations
car,Soil Compositions of Physical and Chemical Characteristics
car,Cowles and Davis's Data on Volunteering
car,Data on Infant-Mortality
car,Transaction data
car,Prestige of Canadian Occupations
car,Voting Intentions in the 1988 Chilean Plebiscite
car,American Math Society Survey Data
car,Fertility and Contraception
car,U.S. Women's Labor-Force Participation
car,Wool data
car,Canadian Crime-Rates Time Series
car,Methods of Teaching Reading Comprehension
car,Interlocking Directorates Among Major Canadian Firms
car,Canadian Population Data
car,Highway Accidents
car,Weight Loss Data
car,Agricultural Production in Mazulu Village
car,Education and Related Statistics for the U.S. States
car,Fraudulent Data on IQs of Twins Raised Apart
car,The 1907 Romanian Peasant Rebellion
car,Four Regression Datasets
car,Exercise Histories of Eating-Disordered and Control Subjects
car,U. S. State Public-School Expenditures
car,Data on Depression
car,Canadian Women's Labour-Force Participation
car,Chemical Composition of Pottery
car,Moral Integration of American Cities
car,Treatment of Migraine Headaches
car,Davis's Data on Drive for Thinness
car,Crowding and Crime in U. S. Metropolitan Areas
car,The 1980 U.S. Census Undercount
car,Florida County Voting
car,Minnesota Wolf Depredation Data
car,Salaries for Professors
car,Self-Reports of Height and Weight
car,Cancer drug data use to provide an example of the use of the skew power distributions.
car,Survey of Labour and Income Dynamics
car,"Status, Authoritarianism, and Conformity"
car,Refugee Appeals
car,Canadian Women's Labour-Force Participation
car,Post-Coma Recovery of IQ
car,Format Effects on Recall
car,Contrived Collinear Data
car,GDP and Infant Mortality
car,Canadian Interprovincial Migration Data
car,Duncan's Occupational Prestige Data
CARBayesdata,Respiratory hospitalisation data for the Greater Glasgow and Clyde health board
CARBayesdata,"Respiratory hospitalisation, air pollution and covariate data for the Greater Glasgow and Clyde health board between 2007 and 2011."
CARBayesdata,Lip cancer data for Scotland
CARBayesdata,Shapefile (.dbf) for the 56 districts in Scotland for the lip cancer data
CARBayesdata,Shapefile (.shp) for the 56 districts in Scotland for the lip cancer data
CARBayesdata,Property price data for the Greater Glasgow and Clyde health board
CARBayesdata,Spatial polygon information for the Greater Glasgow and Clyde health board
CARBayesdata,Property sales data for the Greater Glasgow and Clyde health board between 2003 and 2013.
carcass,Times until removal for brown mice carcasses
carcass,Data of a searcher efficiency trial
carcass,Distribution of bat carcasses below wind turbines
cardidates,Artificial Data Set: 3 Years of Phytoplankton
care,Diabetes Data from Efron et al. (2004)
care,Brain Aging Study of Lu et al. (2004)
CARE1,Hepatitis A virus data
CARE1,Diabetes data
CARE1,Congenital anomaly data
caret,Kelly Blue Book resale data for 2005 model year GM cars
caret,Morphometric Data on Scat
caret,Dihydrofolate Reductase Inhibitors Data
caret,German Credit Data
caret,Cell Body Segmentation
caret,Sacramento CA Home Prices
caretEnsemble,caretList of classification models
caretEnsemble,caretList of classification models
caretEnsemble,caretList of classification models
caretEnsemble,caretList of classification models
caretEnsemble,caretList of classification models
caretEnsemble,caretList of classification models
caribou,Western Arctic Herd 2011 Data
caribou,Leaf River Herd 2001 Data
caribou,George River Herd 2010 Data
caribou,Bluenose-East Caribou Herd 2000 Data
caribou,George River Herd 2001 Data
caribou,George River Herd 1993 Data
CarletonStats,Milkshakes (chocolate)
CarletonStats,"US States data, 2003"
CarletonStats,Ice cream data
CARLIT,Example Data Set for the Function carlit().
CARLIT,Example Data Set for the Function carlit().
CARLIT,Example Data Set for the Function carlit().
carx,"The total phosphorus concentration and river discharge data of West Fork Cedar River at Finchford, Iowa."
caschrono,Fatalities in car accidents in France for the period 1973-2006
caschrono,Monthly shipments of bottles of champagne for the period 2001-2010
caschrono,French population for the period 1846-1951
caschrono,Milk collection in France
caschrono,Monthly electricity comsumption for the period 1970-1984
caschrono,Stock price indices for the period 2006-2010
caschrono,Essilor stock for the period 2006-2009
caschrono,Monthly Air traffic at Toulouse Blagnac Airport for the period 1993-2007
caschrono,French stock and returns
caseMatch,Cross-national data for 189 countries.
catdata,Vasoconstriciton and Breathing
catdata,Insolvency of companies in Berlin
catdata,Teratology
catdata,Knee Injuries
catdata,Teratology2
catdata,Heart Disease
catdata,Who is a Regular Reader?
catdata,Death-Penalty
catdata,Chronic Bronchial Reaction to Dust
catdata,Cases of Herpes Encephalitis in Bavaria and Saxony
catdata,AIDS
catdata,long term/short term unemployment
catdata,Knee Injuries
catdata,"Are addicted weak-willed, deseased or both?"
catdata,Post-Surgery Recovery of Children
catdata,Glass Identification
catdata,Leukoplakia
catdata,Number of Physician Office Visits
catdata,Retinopathy
catdata,Birth
catdata,Rent in Munich
catdata,Food-Stamp Program
catdata,Number of Children
catdata,Knee Injuries
catenary,Coordinates of external and iternal edge of the Ctesiphon
CateSelection,A simulated dataset
CateSelection,A simulated dataset
catR,Items parameters of the TCALS 1998 data set and subgroups of items
causaldrf,Simulated data from Hirano and Imbens (2004)
causaldrf,Simulated data from Schafer and Galagate (2015)
causaldrf,Data set containing data from the National Medical Expenditure Survey (NMES)
causalsens,Non-experimental data from Lalonde (1986)
causalsens,Experimental data from the job training program first studied by LaLonde (1986)
CAvariants,Two-way contingency table
CAvariants,"Selikoff's data, two-way contingency table."
CBPS,Blackwell Data for Covariate Balancing Propensity Score
CBPS,LaLonde Data for Covariate Balancing Propensity Score
ccChooser,Core collection of orchadgrass
ccChooser,The orchadgrass germplasm collection
cccrm,Blood draw data
cccrm,Blood pressure data
cccrm,Body fat data
cchs,Data from a case-cohort study with stratified subcohort-selection
CCM,Sample gene expression and gender data
CCM,Sample gene expression and gender data
cem,Modified Lalonde dataset
cem,Dehejia-Wahba dataset
cem,Lalonde dataset
cem,Lalonde treated units versus PSID control individuals
CensRegMod,Wage Rates of 753 Women
censusGeography,Census code and state name for Census State FIP geographies
censusGeography,Census code and location name for Census birthplace locations
censusGeography,Census code and state name for Census State ICP geographies
censusGeography,Census code and region name for Census region geographies
censusGeography,Census code and city name for City geographies
CePa,pathway catalogues from Pathway Interaction Database(PID)
CePa,Differential gene list and background gene list
cgam,A Data Set for Cgam
cgam,A Data Set for Cgam
cggd,Wine
cggd,OJ
cggd,Covariates related to housing prices
chemCal,Calibration data from DIN 32645
chemCal,"Calibration data from Massart et al. (1997), example 1"
chemCal,"Calibration data from Massart et al. (1997), example 3"
chemmodlab,Cytotoxicity assay using the Jurkat human T-Cell line
ChemometricsWithRData,HPLC-UV data of two chemical mixtures
ChemometricsWithRData,Prostate Cancer 2000 Raw Spectra
ChemometricsWithRData,Wine data
ChemometricsWithRData,Shootout NIR data
ChemometricsWithRData,Averaged prostate data from package msProstate.
ChemoSpec,Made Up NMR Data Sets
ChemoSpec,Made Up NMR Data Sets
ChemoSpec,Made Up NMR Data Sets
ChemoSpec,IR and NMR Spectra of Serenoa repens (Saw Palmetto) Oil Extracts and Reference Oils
ChemoSpec,IR and NMR Spectra of Serenoa repens (Saw Palmetto) Oil Extracts and Reference Oils
CHFF,Time Series Data for Testing
chi2x3way,"Agresti's data (1990), three-way contingency table"
chi2x3way,Three-way contingency table by Davis (1977)
childsds,Parameters derived from Turkish children
childsds,Parameters derived from Saudi children
childsds,Parameters for serum lipids in children
childsds,Parameters derived from Chinese children (additional to nl4.ref)
childsds,"LMS Parameters for UK-WHO growth charts for height, weight, bmi, head circumference,arm mid upper arm circumference, subscapular and triceps skinfold, weight for height"
childsds,Parameters derived Ethiopian children
childsds,Parameters derived from the 4th Dutch growth study
childsds,Parameters derived from Dutch children (additional to nl4.ref)
childsds,"LMS Parameters for the Centers for Disease Control and Prevention 2000 Growth Charts, contains bmi, height, head cirumference, weight, weight for length,"
childsds,"LMS Parameters for UK-WHO growth charts for height, weight, bmi, head circumference"
childsds,"LMS Parameters for German reference data (KiGGS, 2003-2006) for height, weight, bmi, hip, whr, bodyfat, skinfold sum, triceps skinfold, and waist circumference"
childsds,Parameters derived from US children (additional to the cdc.ref)
childsds,Parameters derived from Portuguese children
childsds,Parameters derived from Japanese children
childsds,Parameters for iron-related blood parameters in children
childsds,Parameters derived from Italian children
childsds,"LMS Parameters for German reference data (Kromeyer Hauschild, 2001) for height, weight, bmi, and waist circumference, including preterm correction (Voigt)"
ChoiceModelR,Arificial (Simulated) Fractional Choice Data for choicemodelr
ChoiceModelR,Arificial (Simulated) Choice Data for choicemodelr
ChoiceModelR,"True betas used to simulate data in the choice data set named datar, which is used in the example."
chords,Heavy Drug Users in Curitiba
choroplethrAdmin1,"Names of all (country, region) pairs on the admin1.map data.frame. Here ""region"" means ""Administrative Level 1 Region""."
choroplethrAdmin1,An Administrative Level 1 map of every country in the world
choroplethrMaps,Map of the counties of each of the 50 US states plus the district of columbia.
choroplethrMaps,Names of all regions on the country.map data.frame. A data.frame that includes both English names and their iso2c equivalents.
choroplethrMaps,A data.frame consisting of each region on the map state.map plus their postal code abbreviations and FIPS codes.
choroplethrMaps,A world map
choroplethrMaps,Map of the 50 US states plus the district of columbia.
choroplethrMaps,A data.frame consisting of the name of each region in the map county.map as well as their FIPS codes and state names.
CINID,Data on Sitophilus orizae
CINOEDV,Main Effects of SNPs
CINOEDV,Class labels of samples
CINOEDV,Interaction Effects of four-SNP combinations
CINOEDV,Interaction Effects of three-SNP combinations
CINOEDV,Edges of constructed graphs
CINOEDV,Interaction Effects of five-SNP combinations
CINOEDV,SNP data
CINOEDV,Interaction Effects of two-SNP combinations
CINOEDV,Vertices of constructed graphs
CircE,Verbal Ability Tests correlation matrix
CircE,Intercorrelation of Emotions in a Female Sample (N=48)
CircE,Child Interpersonal Circumplex data
CircNNTSR,Date of Occurrence of Earthquakes 2
CircNNTSR,Suicides in Mexico during 2005
CircNNTSR,Data transformed from datab6fisher
CircNNTSR,Database B6 from Fisher et al. (1987)
CircNNTSR,Dihedral angles in protein
CircNNTSR,Movements of turtles
CircNNTSR,Movements of turtles
CircNNTSR,Movements of ants
CircNNTSR,Hurricanes in Mexico from 1971 to 2008
CircNNTSR,Spherical Data on Magnetic Remanence
CircNNTSR,Data transformed from Datab3fisher
CircNNTSR,Wind directions
CircNNTSR,Database B3 from Fisher
CircNNTSR,Movements of ants
CircNNTSR,Homicides in Mexico during 2005
CircNNTSR,Hurricanes in Mexico from 1951 to 1970
CircNNTSR,Nest orientations and creek directions
CircNNTSR,Uniform Bivariate Circular Data
CircNNTSR,Date of Occurrence of Earthquakes
CircStats,Table for Rao spacing function
citbcmst,Coreset data used to classify data in Guedj et 2011
citccmst,CIT colon expresson dataset used to classify data in Marisa et al 2013
ClamR,Elliot Data Summer
ClamR,Elliot Data Winter
ClamR,Clam Proxy Data
ClamR,otolith Proxy Data
ClamR,Climate Record At Croig Cave
ClamR,Reconstructed Temperature Record
classifly,Olives
cleanNLP,Annotation of Barack Obama's State of the Union Addresses
cleanNLP,Universal Dependency Frequencies
cleanNLP,Universal Part of Speech Code Frequencies
cleanNLP,Most frequent English words
climatol,Monthly climatic data of a single station
climatol,Wind frequency table
climtrends,Critical values for Worsley's likelihood ratio test
climtrends,Critical values for the standard normal homogeneity test (SNHT) for two different SDs
climtrends,Annual precipitation totals in inches Madison (Wisconsin)
climtrends,"Yearly average temperature in Turin, Milan"
climtrends,Critical values for the standard normal homogeneity test (SNHT) for two shifts
climtrends,Critical values for Worsley's likelihood ratio test
climtrends,Critical values for the Pettitt test
climtrends,Critical values for the Pettitt test
climtrends,Critical values for the Buishand test
climtrends,Critical values for the Von Neumann ratio test
climtrends,Critical values for the Pettitt test
climtrends,Critical values for the Rank Von-Neumann Ratio Test
cloudUtil,Benchmark data set for cloudUtil
CLSOCP,Solve Second Order Cone Programs
CLSOCP,Solve Second Order Cone Programs
clubSandwich,Dropout prevention/intervention program effects
clubSandwich,State-level annual mortality rates by cause among 18-20 year-olds
clubSandwich,Achievement Awards Demonstration program
clubSandwich,Randomized experiments on SAT coaching
clust.bin.pair,Psychiatrist and patient disagreement data
clust.bin.pair,PET and SPECT data for diagnosing hyperparathyroidism
clust.bin.pair,Obfuscated C code misinterpretation data
cluster.datasets,Hartigan (1975) City Crime
cluster.datasets,"Hartigan (1975) Expectations of Life by Country, Age and Sex"
cluster.datasets,Hartigan (1975) Amino Acid Sequence for Vertibrates
cluster.datasets,Hartigan (1975) Combat Deaths in Indochina
cluster.datasets,Hartigan (1975) Correlation Between Physical Measuresments
cluster.datasets,Hartigan (1975) Jigsaw Puzzle Measurements
cluster.datasets,Hartigan (1975) Indian Caste Measurements
cluster.datasets,Hartigan (1975) Civil War Battles in Chronological Order
cluster.datasets,Hartigan (1975) Nails and Screws
cluster.datasets,Hartigan (1975) Triads Based on Hardware
cluster.datasets,Hartigan (1975) Cluster of Animals Forming a Tree
cluster.datasets,Hartigan (1975) Congressman b y Bills
cluster.datasets,Hartigan (1975) Ivy League Football 1965
cluster.datasets,Hartigan (1975) Mammal's Milk
cluster.datasets,Hartigan (1975) Mammals Milk
cluster.datasets,Hartigan (1975) Airline Distance Between Principal Cities of the World
cluster.datasets,Hartigan (1975) Republican Vote for President
cluster.datasets,"Hartigan (1975) Nutrients in Meat, Fish and Fowl Percent RDA"
cluster.datasets,Hartigan (1975) Oxidation-Fermentation Patterns
cluster.datasets,Hartigan (1975) City Crime
cluster.datasets,Hartigan (1975) Planets and Moons
cluster.datasets,Hartigan (1975) Selected Votes in the United Nations
cluster.datasets,Hartigan (1975) Ingredients in Cakes
cluster.datasets,Hartigan (1975) Minor Planets
cluster.datasets,Hartigan (1975) Vervet Sleeping Groups
cluster.datasets,Hartigan (1975) Data Sets
cluster.datasets,Hartigan (1975) Relatedness Values of Selected Words
cluster.datasets,Hartigan (1975) Acidosis Patients
cluster.datasets,Hartigan (1975) Portable Typewriters
cluster.datasets,Hartigan (1975) Links Between States
cluster.datasets,Hartigan (1975) Indo-European Languages
cluster.datasets,Hartigan (1975) U.S. Per Capita Income in Dollars 1964
cluster.datasets,Hartigan (1975) Olympic Track 1896 to 1964
cluster.datasets,Hartigan (1975) Birth and Death Rates Per 1000
cluster.datasets,Hartigan (1975) Mutation Distances
cluster.datasets,Hartigan (1975) Mortality Rates from Leukemia AMong Children
cluster.datasets,Hartigan (1975) Profitability of U.S. Economic Sectors
cluster.datasets,Hartigan (1975) Yield of Stocks
cluster.datasets,Hartigan (1975) Cost and Nutrient Contribution for Selected Foods
cluster.datasets,Hartigan (1975) Frequency of Car Repairs
cluster.datasets,Hartigan (1975) Dentition of Animals
cluster.datasets,Hartigan (1975) Evaluation of Wines
cluster.datasets,Hartigan (1975) Planets and Moons
cluster.datasets,Hartigan (1975) Expectation of Life in Various Cities by Age and Sex
cluster.datasets,"Hartigan (1975) Achievement Test Schores, New Haven Schools"
cluster.datasets,Hartigan( 1975) European Food
cluster.datasets,Hartigan (1975) Connecticut Votes for President
cluster.datasets,Hartigan (1975) Demographic Data for the South
cluster.datasets,Hartigan (1975) Presence of Cerci in Insects
cluster.datasets,Hartigan (1975) Languages Spoken in Europe
cluster.datasets,Hartigan (1975) Times of Appearance of British Butterflies
cluster.datasets,Hartigan (1975) Student Questionnaire
cluster.datasets,"Hartigan (1975) Nutrients in Meat, Fish and Fowl"
cluster.datasets,Hartigan (1975) Ohio Croplands
cluster,Ruspini Data
cluster,European Union Agricultural Workforces
cluster,Bivariate Data Set with 3 Clusters
cluster,Votes for Republican Candidate in Presidential Elections
cluster,Isotopic Composition Plutonium Batches
cluster,Subset of C-horizon of Kola Data
cluster,Plant Species Traits Data
cluster,Attributes of Animals
cluster,Flower Characteristics
clusterGenomics,A simulated data set with 5 true clusters
clusterGenomics,A simulated data set with 4 true clusters
ClusterRankTest,dataset
ClustOfVar,Performance in decathlon (data)
ClustOfVar,Wines of french Val de Loire
ClustOfVar,Questionnaire done by 1232 individuals who answered 14 questions
CMC,Data concerning Computer Anxiety INdex (cain)
cmm,Concern about crime and social security in the Netherlands
cmm,"Attitudes on sex roles and marriage, measurements clustered in families"
cmm,"Erie County political preference, two-wave panel"
cmm,"Political Orientation and Religion in the United States in 1993 (General Social Survey, 1993)"
cmm,"Opinion on Supreme Court nominee Clarence Thomas, two-wave panel study"
cmm,Political party and candidate preference in the Netherlands
cmm,European Values Study (EVS): attitude towards women's role in society
cmm,Change in antisemitism after seeing a movie
cmm,"Political Orientation in the US, three-wave panel study"
cmm,Body satisfaction for seven body parts
cmm,Smoking cessation after experimental intervention
cmm,"Marihuana and alcohol use during adolescence, five-wave panel"
cmm,Women's labor participation: 1967-1971
cmm,Testing Cronbach's alpha using marginal models
cmm,"Attitudes on sex roles and marriage, measurements clustered in families"
CMPControl,Nonconformities in printed circuit boards
CMplot,Genotyped by Bovine50K chip
CMplot,Genotyped by pig 60k chip
cmpprocess,Rio Negro floods
cmpprocess,Rio Negro flood wait times
cmpprocess,Fetal lamb movement wait times
cmpprocess,Fetal lamb movements
CNOGpro,CNV experiment of C. Carsonella ruddy (artificial data)
bnlearn,Lizards' perching behaviour data set
bnlearn,The HailFinder weather forecast system (synthetic) data set
bnlearn,Synthetic (mixed) data set to test learning algorithms
bnlearn,Synthetic (continuous) data set to test learning algorithms
bnlearn,ALARM Monitoring System (synthetic) data set
bnlearn,Insurance evaluation network (synthetic) data set
bnlearn,Examination marks data set
bnlearn,Synthetic (discrete) data set to test learning algorithms
bnlearn,Asia (synthetic) data set by Lauritzen and Spiegelhalter
bnlearn,Coronary Heart Disease data set
bootstrap,Law school data from Efron and Tibshirani
bootstrap,Blood Measurements on 43 Diabetic Children
bootstrap,Luteinizing Hormone
bootstrap,Hormone Data from page 107
bootstrap,The Patch Data
bootstrap,Tooth Strength Data
bootstrap,Rainfall Data
bootstrap,Data on Thickness of Stamps
bootstrap,Experiments with mouse
bootstrap,Data for Universe of USA Law Schools
bootstrap,The Cholostyramine Data
bootstrap,Spatial Test Data
bootstrap,Cell Survival data
bootstrap,Open/Closed Book Examination Data
bootstrap,Experiment with mouse
brewdata,Table Used to Convert Pre-2011 Verbal Scores to Current Scaled Score
brewdata,Verbal-Quantitative Reasoning Section Score Table
brewdata,Common School Name Error Key
brewdata,University Name Dictionary
brewdata,Table of Common or Shortened University Names
brewdata,Table Used to Convert Pre-2011 Quantitative Scores to Current Scaled Score
brewdata,Analytical Writing Score Section Table
BsMD,Example 1 data in Box and Meyer (1993)
BsMD,Data sets in Box and Meyer (1986)
BsMD,Reactor Experiment Data
BsMD,Example 2 data in Box and Meyer (1993)
BsMD,Example 3 data in Box and Meyer (1993)
BsMD,12-run Plackett-Burman Design Matrix
cardioModel,Simulated QTcf exposure-response data
cdlTools,CDL durum wheat classes
cdlTools,CDL winter wheat classes
cdlTools,The default projection of CDL data
cdlTools,CDL pasture classes
cdlTools,CDL cultivated classes
cdlTools,CDL cotton classes
cdlTools,U.S. Census 2010 FIPS Data
cdlTools,Enumerated CDL classes
cdlTools,CDL nothing class
cdlTools,CDL corn classes
cdlTools,U.S. Census 2010 State FIPS Data
cdlTools,CDL water classes
cdlTools,CDL soybeans classes
cdlTools,CDL spring wheat classes
cdom,CDOM absorption data.
cellWise,The mortality dataset
cellWise,The glass dataset
cellWise,The philips dataset
cents,"Successive readings of a toxic substance in the Niagara River near Fort Erie, Ontario."
changepoint.np,Recorded heart rate during a run
changepoint,Normalized glioblastoma profile for chromosome 13
changepoint,"Normalized glioblastoma profile for an excerpt of chromosome 7, the EGFR locus."
changepoint,G+C Content in Human Chromosome 1
changepoint,Wave data from buoy c44137
changepoint,FTSE 100 Daily Returns: 2nd April 1984 - 13th September 2012
ChargeTransport,universal Constants
CHNOSZ,Calculating Buffered Chemical Activities
CHNOSZ,Thermodynamic Database and System Definition
CHNOSZ,Thermodynamic Database and System Definition
CHNOSZ,Examples of Calculations for Proteins
CHNOSZ,Thermodynamic Database and System Definition
CHNOSZ,Thermodynamic Database and System Definition
CIAAWconsensus,Platinum isotope ratio data from various studies
CIAAWconsensus,Atomic masses of isotopes (IUPAC/CIAAW 2012)
CIAAWconsensus,Iridium isotope ratio data from various studies
circular,B.18 Wind direction and ozone concentration.
circular,B.6 Cross-bed azimuths of palaeocurrents
circular,B.1 Arrival times at an intensive care unit
circular,B.18 Wind direction and ozone concentration.
circular,Col De La Roa wind direction
circular,B.20 Movements of blue periwinkles.
circular,B.1 Arrival times at an intensive care unit
circular,B.2 Measurements of long-axis orientation of 133 feldspar laths in basalt
circular,B.4 Directional preferences of starhead topminnows
circular,B.3 Movements of turtles
circular,B.10 Directions of desert ants
circular,B.9 Dance directions of bees
circular,B.13: Orientations of termite mounds
circular,B.4 Directional preferences of starhead topminnows
circular,Table for Rao's Spacing Test of Uniformity
circular,B.5 Measurements of long-axis orientation of 164 feldspar laths in basalt
circular,B.6 Cross-bed azimuths of palaeocurrents
circular,B.7 Movements of ants
circular,B.8 Orientations of pebbles
circular,B.9 Dance directions of bees
circular,Arrival directions of displaced sea turtles
circular,B.2 Measurements of long-axis orientation of 133 feldspar laths in basalt
circular,B.7 Movements of ants
circular,Initial orientation of displaced homing pigeons
circular,B.20 Movements of blue periwinkles.
circular,B.12: Vanishing directions of homing pigeons
circular,B.5 Measurements of long-axis orientation of 164 feldspar laths in basalt
circular,B.10 Directions of desert ants
circular,B.11 Movements of sea stars
circular,B.12: Vanishing directions of homing pigeons
circular,Orientation of juvenile barn swallows
circular,B.13: Orientations of termite mounds
circular,B.11 Movements of sea stars
circular,B.8 Orientations of pebbles
circular,B.3 Movements of turtles
circular,Northern Cricket Frog
clogitboost,Australian travel mode choice data
clue,Miller-Nicely Consonant Phoneme Confusion Data
clue,Gordon-Vichi Macroeconomic Consensus Partition Data
clue,Cassini Data Partitions Obtained by K-Means
clue,Gordon-Vichi Macroeconomic Partition Ensemble Data
clue,Rosenberg-Kim Kinship Terms Partition Data
clue,Gordon-Vichi Kinship82 Consensus Partition Data
clue,Cassini Data
clues,The Maronna Data Set
clues,The Vowel Data Set
clues,The Broken-Ring Data Set
clues,Curve Data Set
clusrank,Difference between Pre and Post Treatment Scores with Clustering Structure: Unbalanced
clusrank,Difference Between Pre and Post Treatment Scores with Clustering Structure: Balanced
clusrank,Clustered Non-Stratified Data for Testing Clustered Rank Sum Test
clusrank,Clustered Stratified Data for Testing the Clustered Rank Sum Test
clusrank,CARMS scores
ClustVarLV,Authentication data set/ NMR spectra
ClustVarLV,Psychological eating behavior data set
ClustVarLV,apples from southern hemisphere data set
clValid,Mouse Mesenchymal Cells
COCONUT,COCONUT test data
coda,Simple linear regression example
codyn,Konza data from Collins et al. 2008
codyn,"Data from Konza Prairie, watershed 001d"
colorspace,"Polygon for County Map of US South States: Alabama, Georgia, and South Carolina"
colr,Dummy data for demonstration of the capacities of 'rcol'
comf,Data from Field Study Campaign
comf,Adjusted data from Appendix F of ISO 7933
comf,Data from Table G1-1 of ASHRAE 55-2013
comf,Adjusted data from Appendix E of ISO 7730
comf,Adjusted data from Table D1 of ISO 7730
CompareCausalNetworks,Data from a causal cyclic model with shift interventions
concordance,Product Concordance Table
concordance,Table of Product Classification Descriptions
concordance,Table of Rauch classifications
concordance,Table of trade elasticities
cond,Airway Data
cond,Urine Data
cond,AIDS Symptoms and AZT Use Data
cond,Crying Babies Data
cond,Fraudulent Automobile Insurance Claims Data
cond,Fungal Infections Treatment Data
cond,Rabbits Data
cond,Dormicum Data
coreSim,Graduate school admissions data
corpora,Biber's (1988) register features for the British National Corpus
corpora,Comparison of written and spoken frequencies (BNC)
corpora,Metadata for the British National Corpus (XML edition)
corpora,Distribution of domains in the British National Corpus (BNC)
corpora,A small corpus of very short stories with linguistic annotations
corpora,"Collocations of the phrase ""in charge of"" (BNC)"
cosinor,Vitamin D
countrycode,Country Code Translation Data Frame
countytimezones,Date-times for Hurricane Floyd
countytimezones,County time zone designations
covsep,A data set of surfaces
covsep,A covariance matrix
covsep,A covariance matrix
CP,Test Data Frame
crimelinkage,Ficticious dataset of crime events
crimelinkage,Ficticious offender data
csp,Correlates of State Policy Dataset
csrplus,Boundary for California Earthquake Data
csrplus,California Earthquakes
cthreshER,Baseball pitcher salary data
CTT,Example Multiple-Choice Data
CTT,Example Multiple-Choice Key
CUB,Evaluation of the Orientation Services 2002
CUB,Relational goods and Leisure time dataset
curl,List curl version and options.
CVD,Farnsworth D-15 cap colors
CVD,Example of cap arrangements for the FM-100 test
CVD,Table with results of D-15 tests scored with the Vingrys and King-Smith method
CVD,Typical cap arrangements for the D-15 tests
CVD,Roth-28 cap colors
CVD,"Example of cap arrangements for the D-15 test, protanope/deuteranope/monochromat"
CVD,Example of cap arrangements for the D-15d test
CVD,Table of color distance scores for quantitative scoring of the Lanthony desaturate D-15s test
CVD,Farnsworth H-16 cap colors
CVD,Farnsworth D-15 cap colors
CVD,Table of color distance scores for quantitative scoring of the Farnsworth panel D-15 test
CVD,"Example of cap arrangements for the D-15d test, Simple/Extreme Anomalous Trichromacy"
CVD,Copunctal points derived by Smith and Pokorny (1975)
CVD,"Example of cap arrangements for the D-15 test, rodMonochromat/blueConeMonochromat"
CVD,"Example of cap arrangements for the D-15d test, Central Serous Choroidopathy/Optic Neuritis/Autosomal Dominant OpticAtrophy"
CVD,"Neutral points for CIE 1976 uv, CIE 1931 xy and CIE 1960 uv"
CVD,Farnsworth B-20 cap colors
CVD,"Example of cap arrangements for the D-15 test, deuteranope/protanope/tritanope"
CVD,Farnsworth H-16 cap colors
d3Network,A data file of links from Knuth's Les Miserables characters data base.
d3Network,A data file of nodes from Knuth's Les Miserables characters data base.
DAAGxtras,Masked Repetition Priming Data
DAAGxtras,Lifespans of UK 1st class cricketers born prior to 1840
DAAGxtras,Characteristics of river reference sites
DAAGxtras,Sample of UCI Machine Learning Forest Cover Dataset
DAAGxtras,Southern Oscillation Index Data
